,bed,bath,acre_lot,state,house_size,price
4247,3.0,1.0,0.77,5,1767.0,147700.0
4248,3.0,1.0,5.16,5,924.0,189000.0
4249,4.0,1.0,0.23,5,1319.0,240000.0
4250,3.0,2.0,2.38,5,1192.0,279900.0
4251,2.0,1.0,0.36,5,936.0,178500.0
4252,4.0,2.0,1.6,5,1864.0,135000.0
4253,3.0,2.0,0.06,5,1240.0,149900.0
4254,3.0,2.0,1.5,5,1880.0,239900.0
4255,3.0,2.0,1.61,5,2077.0,365000.0
4256,6.0,3.0,1.31,5,2721.0,250000.0
4257,3.0,1.0,0.12,5,1548.0,199000.0
4258,2.0,1.0,0.75,5,738.0,79900.0
4259,4.0,1.0,0.23,5,1319.0,240000.0
4260,4.0,2.0,1.6,5,1864.0,135000.0
4261,3.0,2.0,0.06,5,1240.0,149900.0
4262,3.0,1.0,0.12,5,1548.0,199000.0
4263,3.0,2.0,1.5,5,1880.0,239900.0
4264,3.0,2.0,1.61,5,2077.0,365000.0
4265,3.0,3.0,4.0,5,2404.0,799000.0
4266,3.0,4.0,13.4,5,3830.0,2280000.0
4267,6.0,4.0,43.4,5,6724.0,899000.0
4268,5.0,2.0,0.15,5,1629.0,250000.0
4269,2.0,2.0,0.41,5,1948.0,995000.0
4270,3.0,2.0,2.25,5,1761.0,581100.0
4271,5.0,3.0,20.0,5,3347.0,1400000.0
4272,3.0,2.0,0.23,5,1856.0,175000.0
4273,3.0,1.0,0.77,5,1767.0,147700.0
4274,4.0,4.0,2.82,5,2600.0,699900.0
4275,3.0,1.0,5.16,5,924.0,189000.0
4276,4.0,3.0,1.0,5,2223.0,635000.0
4277,2.0,2.0,0.09,5,1176.0,229900.0
4278,3.0,2.0,1.56,5,1761.0,559900.0
4279,4.0,1.0,0.23,5,1319.0,240000.0
4280,3.0,2.0,0.5,5,1136.0,279750.0
4281,2.0,2.0,17.6,5,5364.0,1624900.0
4282,3.0,2.0,1.0,5,1761.0,589900.0
4283,3.0,3.0,2.02,5,2375.0,749999.0
4284,3.0,3.0,5.65,5,1650.0,339500.0
4285,3.0,1.0,2.5,5,1214.0,230000.0
4286,3.0,2.0,2.38,5,1192.0,279900.0
4287,2.0,1.0,0.36,5,936.0,178500.0
4288,3.0,2.0,0.06,5,1240.0,149900.0
4289,4.0,2.0,0.4,5,2016.0,325000.0
4290,2.0,1.0,0.11,5,820.0,250000.0
4291,4.0,3.0,3.11,5,2858.0,799900.0
4292,3.0,2.0,2.26,5,2568.0,425000.0
4293,3.0,3.0,1.2,5,3462.0,640000.0
4294,4.0,2.0,0.4,5,1547.0,499000.0
4295,6.0,2.0,1.03,5,1716.0,269000.0
4296,4.0,2.0,1.6,5,1864.0,135000.0
4297,3.0,2.0,1.5,5,1880.0,239900.0
4298,4.0,2.0,5.9,5,2160.0,350000.0
4299,3.0,2.0,2.15,5,1867.0,349900.0
4300,3.0,1.0,3.8,5,1501.0,229900.0
4301,3.0,3.0,2.5,5,2395.0,369900.0
4302,3.0,4.0,7.69,5,3052.0,499000.0
4303,3.0,3.0,5.24,5,2246.0,579000.0
4304,3.0,2.0,1.77,5,1610.0,335000.0
4305,3.0,2.0,1.5,5,1631.0,344900.0
4306,3.0,2.0,1.56,5,2163.0,495000.0
4307,3.0,3.0,0.7,5,2462.0,514900.0
4308,3.0,3.0,2.1,5,2175.0,589900.0
4309,4.0,2.0,0.28,5,1925.0,349000.0
4310,3.0,2.0,1.61,5,2077.0,365000.0
4311,2.0,1.0,0.75,5,738.0,79900.0
4312,2.0,1.0,1.4,5,1080.0,260000.0
4313,2.0,2.0,6.0,5,2244.0,529875.0
4314,3.0,1.0,0.12,5,1548.0,199000.0
4315,3.0,1.0,1.02,5,1008.0,299900.0
4316,6.0,3.0,1.31,5,2721.0,250000.0
4317,3.0,3.0,2.19,5,1912.0,549900.0
4318,3.0,2.0,0.11,5,2156.0,399000.0
4319,2.0,2.0,0.41,5,1948.0,995000.0
4320,4.0,2.0,0.4,5,1547.0,499000.0
4321,5.0,1.0,0.68,5,2300.0,199900.0
4322,4.0,3.0,0.09,5,1286.0,219000.0
4323,4.0,4.0,1.38,5,3585.0,1921000.0
4324,2.0,1.0,0.35,5,1100.0,152500.0
4325,4.0,2.0,0.78,5,1728.0,285000.0
4326,3.0,1.0,0.35,5,1696.0,224900.0
4327,3.0,1.0,5.16,5,924.0,189000.0
4328,4.0,1.0,0.23,5,1319.0,240000.0
4329,3.0,2.0,0.5,5,1136.0,279750.0
4330,3.0,3.0,0.31,5,3216.0,495000.0
4331,8.0,3.0,1.72,5,1937.0,459000.0
4332,3.0,2.0,0.37,5,1444.0,339900.0
4333,3.0,1.0,0.77,5,1767.0,147700.0
4334,3.0,2.0,0.87,5,1752.0,234900.0
4335,3.0,2.0,2.38,5,1192.0,279900.0
4336,3.0,2.0,3.12,5,3449.0,465000.0
4337,3.0,2.0,0.06,5,1240.0,149900.0
4338,2.0,1.0,0.36,5,936.0,178500.0
4339,4.0,2.0,0.35,5,1854.0,297000.0
4340,6.0,2.0,0.82,5,2350.0,299900.0
4341,3.0,2.0,0.6,5,1646.0,289900.0
4342,3.0,2.0,0.46,5,1456.0,268000.0
4343,3.0,2.0,0.23,5,1288.0,264000.0
4344,3.0,2.0,0.17,5,1424.0,325000.0
4345,3.0,1.0,0.89,5,1040.0,235000.0
4346,3.0,1.0,0.13,5,1131.0,235000.0
4347,3.0,1.0,0.11,5,1116.0,749000.0
4348,6.0,2.0,1.03,5,1716.0,269000.0
4349,4.0,2.0,1.6,5,1864.0,135000.0
4350,4.0,5.0,1.31,5,4726.0,699000.0
4351,3.0,1.0,3.8,5,1501.0,229900.0
4352,3.0,2.0,1.5,5,1880.0,239900.0
4353,4.0,5.0,44.48,5,5111.0,875000.0
4354,3.0,2.0,0.35,5,1710.0,225000.0
4355,2.0,2.0,0.08,5,1256.0,199900.0
4356,3.0,1.0,0.21,5,1468.0,257500.0
4357,4.0,2.0,0.1,5,1764.0,229000.0
4358,2.0,1.0,0.3,5,1370.0,239900.0
4359,1.0,1.0,16.0,5,789.0,175000.0
4360,3.0,2.0,1.61,5,2077.0,365000.0
4361,2.0,1.0,0.12,5,691.0,201000.0
4362,4.0,2.0,0.27,5,1981.0,279900.0
4363,2.0,1.0,0.75,5,738.0,79900.0
4364,2.0,1.0,1.4,5,1080.0,260000.0
4365,4.0,4.0,3.8,5,3947.0,634900.0
4366,3.0,1.0,0.12,5,1548.0,199000.0
4367,6.0,3.0,1.31,5,2721.0,250000.0
4368,5.0,6.0,0.57,5,4801.0,650000.0
4369,4.0,3.0,0.23,5,4370.0,425000.0
4370,3.0,1.0,0.3,5,1076.0,172500.0
4371,3.0,4.0,0.4,5,3164.0,1250000.0
4372,3.0,3.0,0.41,5,1940.0,489900.0
4373,2.0,1.0,1.03,5,872.0,160000.0
4374,3.0,2.0,0.19,5,1608.0,249900.0
4375,4.0,3.0,2.1,5,3452.0,839000.0
4376,3.0,2.0,0.19,5,1608.0,249900.0
4377,4.0,3.0,2.1,5,3452.0,839000.0
4378,3.0,2.0,0.35,5,1924.0,399000.0
4379,3.0,2.0,0.35,5,1924.0,399000.0
4380,4.0,3.0,1.11,5,2388.0,299000.0
4381,4.0,3.0,1.11,5,2388.0,299000.0
4382,4.0,3.0,1.0,5,2363.0,350000.0
4383,4.0,4.0,1.1,5,3472.0,696225.0
4384,4.0,3.0,1.11,5,2388.0,299000.0
4385,3.0,3.0,0.5,5,2738.0,699900.0
4386,4.0,3.0,1.11,5,2388.0,299000.0
4387,3.0,3.0,0.5,5,2738.0,699900.0
4388,4.0,3.0,1.0,5,3019.0,549900.0
4389,2.0,2.0,2.03,5,1492.0,449900.0
4390,3.0,3.0,4.0,5,2404.0,799000.0
4391,4.0,3.0,2.78,5,2844.0,949900.0
4392,3.0,4.0,13.4,5,3830.0,2280000.0
4393,4.0,4.0,1.71,5,4500.0,1650000.0
4394,5.0,2.0,0.15,5,1629.0,250000.0
4395,2.0,2.0,0.86,5,1249.0,399900.0
4396,6.0,4.0,43.4,5,6724.0,899000.0
4397,2.0,1.0,0.34,5,1269.0,266000.0
4398,3.0,3.0,5.09,5,1839.0,507700.0
4399,5.0,3.0,143.0,5,1978.0,1100000.0
4400,5.0,3.0,20.0,5,3347.0,1400000.0
4401,3.0,2.0,0.94,5,3387.0,319900.0
4402,3.0,4.0,1.5,5,2186.0,439900.0
4403,4.0,4.0,2.82,5,2600.0,699900.0
4404,3.0,2.0,0.57,5,1900.0,399900.0
4405,3.0,2.0,1.0,5,1761.0,589900.0
4406,8.0,7.0,169.0,5,10586.0,2650000.0
4407,4.0,4.0,4.09,5,4898.0,899900.0
4408,2.0,2.0,17.6,5,5364.0,1624900.0
4409,4.0,4.0,157.0,5,7201.0,1900000.0
4410,3.0,3.0,20.0,5,3385.0,750000.0
4411,5.0,4.0,1.5,5,2640.0,649900.0
4412,3.0,3.0,2.02,5,2375.0,749999.0
4413,4.0,3.0,3.45,5,2568.0,650000.0
4414,9.0,4.0,0.38,5,2880.0,179900.0
4415,2.0,1.0,0.23,5,840.0,69999.0
4416,2.0,2.0,1.2,5,1608.0,300000.0
4417,4.0,3.0,3.2,5,1969.0,410000.0
4418,3.0,3.0,7.76,5,2161.0,642851.0
4419,3.0,2.0,0.23,5,1856.0,175000.0
4420,3.0,2.0,0.4,5,1760.0,299900.0
4421,2.0,3.0,15.3,5,1788.0,575000.0
4422,4.0,2.0,5.3,5,3126.0,850000.0
4423,3.0,3.0,0.69,5,2219.0,419900.0
4424,5.0,4.0,1.81,5,3322.0,799999.0
4425,4.0,3.0,3.11,5,2858.0,799900.0
4426,6.0,4.0,3.4,5,4456.0,575000.0
4427,3.0,3.0,5.7,5,2650.0,995000.0
4428,3.0,2.0,1.13,5,1461.0,473500.0
4429,4.0,2.0,0.4,5,2016.0,325000.0
4430,5.0,5.0,9.17,5,15679.0,1599000.0
4431,3.0,3.0,4.68,5,2434.0,525000.0
4432,3.0,3.0,1.2,5,3462.0,640000.0
4433,4.0,4.0,2.01,5,4125.0,975000.0
4434,4.0,3.0,1.12,5,2889.0,918000.0
4435,3.0,3.0,5.65,5,1650.0,339500.0
4436,3.0,1.0,2.5,5,1214.0,230000.0
4437,4.0,2.0,5.9,5,2160.0,350000.0
4438,4.0,3.0,4.13,5,2128.0,530000.0
4439,4.0,2.0,0.27,5,2197.0,299900.0
4440,2.0,1.0,0.44,5,898.0,220000.0
4441,3.0,2.0,1.77,5,1610.0,335000.0
4442,3.0,4.0,7.69,5,3052.0,499000.0
4443,3.0,2.0,0.34,5,1959.0,549900.0
4444,3.0,2.0,1.16,5,1575.0,419900.0
4445,3.0,3.0,13.0,5,2240.0,545000.0
4446,3.0,3.0,0.7,5,2462.0,514900.0
4447,4.0,3.0,1.5,5,2604.0,749900.0
4448,3.0,3.0,2.1,5,2175.0,589900.0
4449,4.0,3.0,2.0,5,4250.0,1299990.0
4450,3.0,3.0,0.21,5,1672.0,499900.0
4451,3.0,2.0,2.15,5,1867.0,349900.0
4452,3.0,3.0,2.5,5,2395.0,369900.0
4453,3.0,5.0,7.5,5,4037.0,662500.0
4454,3.0,3.0,5.24,5,2246.0,579000.0
4455,4.0,2.0,0.28,5,1925.0,349000.0
4456,3.0,2.0,1.56,5,2163.0,495000.0
4457,4.0,5.0,3.35,5,4363.0,739900.0
4458,3.0,2.0,0.23,5,2036.0,435000.0
4459,3.0,1.0,0.44,5,1040.0,355000.0
4460,3.0,1.0,0.23,5,1439.0,230000.0
4461,3.0,1.0,2.48,5,1508.0,375000.0
4462,3.0,1.0,1.02,5,1008.0,299900.0
4463,3.0,2.0,0.11,5,2156.0,399000.0
4464,3.0,2.0,8.5,5,1542.0,420000.0
4465,4.0,5.0,54.0,5,5818.0,1499999.0
4466,4.0,1.0,0.1,5,1315.0,200000.0
4467,3.0,4.0,5.3,5,3892.0,925000.0
4468,4.0,5.0,19.0,5,5036.0,749900.0
4469,7.0,3.0,0.1,5,2800.0,419900.0
4470,3.0,1.0,0.29,5,900.0,339900.0
4471,3.0,3.0,5.4,5,2600.0,649000.0
4472,3.0,1.0,8.21,5,1384.0,900000.0
4473,4.0,3.0,0.74,5,4672.0,777000.0
4474,3.0,3.0,2.19,5,1912.0,549900.0
4475,3.0,5.0,111.0,5,3611.0,1495000.0
4476,3.0,2.0,2.0,5,1940.0,399000.0
4477,4.0,3.0,3.57,5,2348.0,454000.0
4478,3.0,2.0,2.45,5,1602.0,369900.0
4479,3.0,2.0,1.87,5,2930.0,529000.0
4480,3.0,3.0,0.77,5,2774.0,524900.0
4481,3.0,2.0,0.42,5,1924.0,398000.0
4482,3.0,3.0,0.7,5,1984.0,475000.0
4483,4.0,3.0,6.93,5,2812.0,995000.0
4484,4.0,3.0,0.08,5,2104.0,230000.0
4485,3.0,3.0,3.03,5,2088.0,529900.0
4486,3.0,3.0,2.6,5,2353.0,459900.0
4487,5.0,3.0,0.3,5,2214.0,392000.0
4488,4.0,2.0,0.29,5,3271.0,429900.0
4489,5.0,3.0,1.75,5,2938.0,599900.0
4490,3.0,3.0,2.09,5,2949.0,544900.0
4491,3.0,2.0,0.75,5,1656.0,429000.0
4492,3.0,2.0,0.21,5,2076.0,424900.0
4493,3.0,3.0,4.02,5,3447.0,869000.0
4494,2.0,3.0,1.07,5,2466.0,609000.0
4495,3.0,2.0,0.42,5,5091.0,219900.0
4496,4.0,3.0,0.92,5,2696.0,614900.0
4497,4.0,2.0,0.16,5,1882.0,459900.0
4498,4.0,2.0,0.44,5,2082.0,499900.0
4499,4.0,2.0,0.23,5,1768.0,440000.0
4500,3.0,2.0,3.1,5,2388.0,429900.0
4501,3.0,2.0,0.32,5,1664.0,350000.0
4502,4.0,3.0,0.23,5,2084.0,435000.0
4503,3.0,2.0,0.23,5,2000.0,425000.0
4504,3.0,2.0,0.35,5,1600.0,420000.0
4505,3.0,3.0,0.28,5,1688.0,569900.0
4506,4.0,3.0,1.11,5,2388.0,299000.0
4507,8.0,5.0,1.21,5,7000.0,845000.0
4508,4.0,3.0,2.78,5,2844.0,949900.0
4509,8.0,3.0,1.21,5,7000.0,945000.0
4510,4.0,3.0,1.0,5,3019.0,549900.0
4511,4.0,3.0,1.0,5,3026.0,707400.0
4512,4.0,3.0,1.08,5,3026.0,707400.0
4513,6.0,4.0,43.4,5,6724.0,899000.0
4514,3.0,3.0,4.0,5,2404.0,799000.0
4515,2.0,2.0,2.03,5,1492.0,449900.0
4516,5.0,2.0,0.15,5,1629.0,250000.0
4517,3.0,2.0,2.25,5,1761.0,581100.0
4518,3.0,4.0,13.4,5,3830.0,2280000.0
4519,4.0,4.0,1.26,5,3472.0,865000.0
4520,3.0,2.0,5.79,5,3379.0,875000.0
4521,4.0,4.0,1.71,5,4500.0,1650000.0
4522,2.0,2.0,0.86,5,1249.0,399900.0
4523,4.0,3.0,3.12,5,2844.0,1049900.0
4524,6.0,3.0,0.78,5,3089.0,409500.0
4525,4.0,4.0,1.1,5,3472.0,696225.0
4526,4.0,3.0,1.37,5,3026.0,724900.0
4527,5.0,3.0,143.0,5,1978.0,1100000.0
4528,4.0,4.0,1.0,5,3472.0,865000.0
4529,2.0,1.0,0.34,5,1269.0,266000.0
4530,2.0,1.0,0.23,5,840.0,69999.0
4531,2.0,2.0,1.2,5,1608.0,300000.0
4532,3.0,2.0,0.4,5,2626.0,519900.0
4533,3.0,2.0,0.09,5,1550.0,369900.0
4534,3.0,3.0,7.76,5,2161.0,642851.0
4535,9.0,4.0,0.38,5,2880.0,179900.0
4536,3.0,2.0,0.57,5,1900.0,399900.0
4537,3.0,4.0,1.5,5,2186.0,439900.0
4538,3.0,2.0,1.0,5,1761.0,589900.0
4539,4.0,4.0,4.09,5,4898.0,899900.0
4540,3.0,3.0,1.0,5,2524.0,599900.0
4541,2.0,2.0,17.6,5,5364.0,1624900.0
4542,4.0,4.0,2.82,5,2600.0,699900.0
4543,4.0,4.0,2.36,5,6297.0,1995000.0
4544,4.0,3.0,1.54,5,4520.0,1200000.0
4545,4.0,4.0,2.44,5,4038.0,1150000.0
4546,3.0,3.0,2.02,5,2375.0,749999.0
4547,4.0,3.0,1.27,5,3378.0,1235000.0
4548,3.0,3.0,1.5,5,2504.0,717400.0
4549,3.0,2.0,0.23,5,1856.0,175000.0
4550,3.0,2.0,0.4,5,1760.0,299900.0
4551,3.0,3.0,0.69,5,2219.0,419900.0
4552,8.0,7.0,169.0,5,10586.0,2650000.0
4553,5.0,4.0,1.81,5,3322.0,799999.0
4554,6.0,4.0,3.4,5,4456.0,575000.0
4555,4.0,4.0,157.0,5,7201.0,1900000.0
4556,4.0,3.0,3.11,5,2858.0,799900.0
4557,3.0,3.0,20.0,5,3385.0,750000.0
4558,5.0,4.0,1.5,5,2640.0,649900.0
4559,5.0,6.0,2.14,5,5605.0,1249000.0
4560,3.0,3.0,5.7,5,2650.0,995000.0
4561,4.0,3.0,3.45,5,2568.0,650000.0
4562,3.0,3.0,4.68,5,2434.0,525000.0
4563,3.0,3.0,1.2,5,3462.0,640000.0
4564,2.0,3.0,15.3,5,1788.0,575000.0
4565,5.0,5.0,9.17,5,15679.0,1599000.0
4566,4.0,4.0,2.16,5,3086.0,725000.0
4567,3.0,3.0,1.7,5,2672.0,559000.0
4568,3.0,4.0,2.54,5,3325.0,749900.0
4569,4.0,2.0,5.3,5,3126.0,850000.0
4570,4.0,4.0,2.01,5,4125.0,975000.0
4571,3.0,3.0,0.69,5,2514.0,595000.0
4572,4.0,3.0,1.12,5,2889.0,918000.0
4573,4.0,3.0,0.35,5,2647.0,725000.0
4574,3.0,3.0,0.19,5,2330.0,699900.0
4575,3.0,3.0,5.65,5,1650.0,339500.0
4576,3.0,1.0,2.5,5,1214.0,230000.0
4577,4.0,2.0,0.4,5,2016.0,325000.0
4578,4.0,3.0,4.13,5,2128.0,530000.0
4579,4.0,3.0,0.13,5,1952.0,425000.0
4580,3.0,3.0,2.14,5,3096.0,825000.0
4581,4.0,5.0,1.92,5,4993.0,1600000.0
4582,4.0,2.0,0.27,5,2197.0,299900.0
4583,4.0,2.0,0.82,5,1641.0,329900.0
4584,4.0,2.0,5.9,5,2160.0,350000.0
4585,3.0,2.0,1.77,5,1610.0,335000.0
4586,3.0,4.0,7.69,5,3052.0,499000.0
4587,3.0,2.0,1.5,5,2320.0,529000.0
4588,3.0,2.0,0.34,5,1959.0,549900.0
4589,2.0,2.0,0.54,5,1190.0,275000.0
4590,2.0,2.0,2.72,5,1144.0,410000.0
4591,3.0,2.0,1.16,5,1575.0,419900.0
4592,3.0,1.0,0.34,5,1236.0,345000.0
4593,4.0,3.0,1.5,5,2604.0,749900.0
4594,3.0,3.0,2.1,5,2175.0,589900.0
4595,4.0,2.0,0.36,5,2149.0,399900.0
4596,5.0,4.0,0.29,5,2903.0,519000.0
4597,4.0,4.0,0.21,5,2136.0,449500.0
4598,5.0,1.0,0.18,5,3286.0,429900.0
4599,3.0,2.0,1.05,5,1685.0,680000.0
4600,3.0,2.0,2.15,5,1867.0,349900.0
4601,3.0,3.0,5.24,5,2246.0,579000.0
4602,3.0,3.0,13.0,5,2240.0,545000.0
4603,3.0,3.0,0.7,5,2462.0,514900.0
4604,3.0,3.0,8.2,5,2854.0,599000.0
4605,4.0,5.0,3.35,5,4363.0,739900.0
4606,4.0,3.0,2.0,5,4250.0,1299990.0
4607,3.0,3.0,0.21,5,1672.0,499900.0
4608,3.0,3.0,0.99,5,2392.0,778369.0
4609,3.0,3.0,0.96,5,2658.0,816445.0
4610,3.0,1.0,0.23,5,1439.0,230000.0
4611,2.0,1.0,0.2,5,768.0,165000.0
4612,3.0,3.0,2.5,5,2395.0,369900.0
4613,4.0,2.0,0.28,5,1925.0,349000.0
4614,3.0,2.0,0.23,5,2036.0,435000.0
4615,3.0,3.0,0.16,5,1632.0,440000.0
4616,4.0,3.0,1.0,5,2233.0,582000.0
4617,4.0,3.0,1.53,5,3229.0,789000.0
4618,3.0,1.0,0.44,5,1040.0,355000.0
4619,4.0,1.0,0.1,5,1315.0,200000.0
4620,3.0,1.0,2.48,5,1508.0,375000.0
4621,3.0,1.0,1.02,5,1008.0,299900.0
4622,4.0,5.0,19.0,5,5036.0,749900.0
4623,3.0,2.0,0.11,5,2156.0,399000.0
4624,7.0,3.0,0.1,5,2800.0,419900.0
4625,4.0,1.0,0.16,5,1107.0,279900.0
4626,3.0,4.0,5.3,5,3892.0,925000.0
4627,3.0,1.0,0.29,5,900.0,339900.0
4628,3.0,3.0,5.4,5,2600.0,649000.0
4629,5.0,4.0,1.69,5,4936.0,794000.0
4630,3.0,1.0,8.21,5,1384.0,900000.0
4631,4.0,2.0,0.34,5,2624.0,425000.0
4632,3.0,3.0,0.13,5,1668.0,424900.0
4633,3.0,3.0,2.19,5,1912.0,549900.0
4634,4.0,2.0,0.46,5,2368.0,449900.0
4635,4.0,3.0,0.74,5,4672.0,777000.0
4636,5.0,4.0,0.85,5,2784.0,599900.0
4637,4.0,4.0,1.5,5,4800.0,1395000.0
4638,3.0,1.0,0.16,5,1350.0,330000.0
4639,3.0,5.0,111.0,5,3611.0,1495000.0
4640,3.0,1.0,0.1,5,808.0,179900.0
4641,3.0,2.0,2.0,5,1940.0,399000.0
4642,4.0,3.0,3.57,5,2348.0,454000.0
4643,3.0,2.0,1.87,5,2930.0,529000.0
4644,3.0,3.0,0.77,5,2774.0,524900.0
4645,3.0,2.0,0.42,5,1924.0,398000.0
4646,2.0,2.0,0.11,5,1368.0,350000.0
4647,4.0,2.0,1.3,5,1968.0,464900.0
4648,3.0,3.0,1.09,5,4522.0,749000.0
4649,3.0,3.0,0.7,5,1984.0,475000.0
4650,6.0,7.0,1.17,5,4100.0,789900.0
4651,3.0,2.0,0.19,5,2547.0,534900.0
4652,3.0,1.0,0.36,5,1056.0,379900.0
4653,4.0,4.0,0.5,5,3322.0,879900.0
4654,4.0,3.0,0.47,5,2378.0,615000.0
4655,4.0,3.0,6.93,5,2812.0,995000.0
4656,3.0,3.0,3.03,5,2088.0,529900.0
4657,4.0,5.0,1.01,5,3230.0,1283000.0
4658,3.0,3.0,2.6,5,2353.0,459900.0
4659,5.0,3.0,0.3,5,2214.0,392000.0
4660,4.0,2.0,0.29,5,3271.0,429900.0
4661,3.0,3.0,2.09,5,2949.0,544900.0
4662,3.0,2.0,0.45,5,1308.0,329900.0
4663,5.0,3.0,1.75,5,2938.0,599900.0
4664,2.0,2.0,0.16,5,1944.0,380000.0
4665,3.0,2.0,0.75,5,1656.0,429000.0
4666,2.0,3.0,1.07,5,2466.0,609000.0
4667,3.0,2.0,0.21,5,2076.0,424900.0
4668,4.0,3.0,0.92,5,2696.0,614900.0
4669,3.0,2.0,0.42,5,5091.0,219900.0
4670,4.0,1.0,0.47,5,1657.0,389900.0
4671,4.0,4.0,2.13,5,4147.0,839900.0
4672,3.0,3.0,4.02,5,3447.0,869000.0
4673,4.0,2.0,0.16,5,1882.0,459900.0
4674,4.0,2.0,0.44,5,2082.0,499900.0
4675,3.0,2.0,1.16,5,1775.0,519000.0
4676,2.0,1.0,0.2,5,864.0,300000.0
4677,4.0,2.0,0.23,5,1768.0,440000.0
4678,4.0,2.0,0.46,5,2222.0,500000.0
4679,3.0,2.0,3.1,5,2388.0,429900.0
4680,3.0,2.0,0.23,5,2254.0,400000.0
4681,3.0,3.0,1.7,5,1972.0,479000.0
4682,3.0,3.0,0.5,5,3106.0,649900.0
4683,3.0,2.0,1.1,5,1232.0,449000.0
4684,4.0,2.0,0.3,5,1886.0,409000.0
4685,4.0,3.0,0.23,5,2084.0,435000.0
4686,4.0,3.0,2.49,5,3369.0,849900.0
4687,3.0,3.0,0.28,5,1688.0,569900.0
4688,3.0,2.0,0.15,5,1536.0,490000.0
4689,3.0,1.0,0.14,5,1056.0,334999.0
4690,3.0,2.0,0.23,5,2000.0,425000.0
4691,3.0,2.0,0.35,5,1600.0,420000.0
4692,4.0,3.0,1.19,5,3116.0,799000.0
4693,4.0,3.0,1.11,5,2388.0,299000.0
4694,3.0,3.0,0.5,5,2738.0,699900.0
4695,4.0,3.0,1.0,5,3019.0,549900.0
4696,2.0,2.0,2.03,5,1492.0,449900.0
4697,4.0,3.0,2.78,5,2844.0,949900.0
4698,2.0,2.0,0.86,5,1249.0,399900.0
4699,4.0,3.0,3.12,5,2844.0,1049900.0
4700,2.0,1.0,0.34,5,1269.0,266000.0
4701,2.0,2.0,1.2,5,1608.0,300000.0
4702,5.0,3.0,143.0,5,1978.0,1100000.0
4703,3.0,3.0,7.76,5,2161.0,642851.0
4704,2.0,1.0,0.23,5,840.0,69999.0
4705,4.0,4.0,4.09,5,4898.0,899900.0
4706,3.0,3.0,2.02,5,2375.0,749999.0
4707,3.0,4.0,1.5,5,2186.0,439900.0
4708,3.0,2.0,0.57,5,1900.0,399900.0
4709,3.0,2.0,1.0,5,1761.0,589900.0
4710,8.0,7.0,169.0,5,10586.0,2650000.0
4711,2.0,2.0,17.6,5,5364.0,1624900.0
4712,3.0,3.0,20.0,5,3385.0,750000.0
4713,4.0,4.0,157.0,5,7201.0,1900000.0
4714,5.0,4.0,1.5,5,2640.0,649900.0
4715,4.0,3.0,3.45,5,2568.0,650000.0
4716,3.0,2.0,0.4,5,1760.0,299900.0
4717,3.0,3.0,0.69,5,2219.0,419900.0
4718,5.0,4.0,1.81,5,3322.0,799999.0
4719,6.0,4.0,3.4,5,4456.0,575000.0
4720,4.0,4.0,2.16,5,3086.0,725000.0
4721,2.0,3.0,15.3,5,1788.0,575000.0
4722,4.0,4.0,2.01,5,4125.0,975000.0
4723,4.0,3.0,1.12,5,2889.0,918000.0
4724,5.0,5.0,9.17,5,15679.0,1599000.0
4725,3.0,3.0,1.2,5,3462.0,640000.0
4726,4.0,3.0,0.13,5,1952.0,425000.0
4727,3.0,3.0,5.65,5,1650.0,339500.0
4728,4.0,3.0,4.13,5,2128.0,530000.0
4729,4.0,2.0,0.27,5,2197.0,299900.0
4730,5.0,4.0,0.29,5,2903.0,519000.0
4731,3.0,2.0,1.16,5,1575.0,419900.0
4732,3.0,2.0,0.34,5,1959.0,549900.0
4733,4.0,3.0,1.5,5,2604.0,749900.0
4734,4.0,4.0,0.21,5,2136.0,449500.0
4735,3.0,3.0,2.1,5,2175.0,589900.0
4736,3.0,3.0,0.7,5,2462.0,514900.0
4737,4.0,3.0,2.0,5,4250.0,1299990.0
4738,3.0,3.0,0.21,5,1672.0,499900.0
4739,3.0,3.0,8.2,5,2854.0,599000.0
4740,4.0,5.0,3.35,5,4363.0,739900.0
4741,3.0,3.0,2.5,5,2395.0,369900.0
4742,3.0,2.0,0.23,5,2036.0,435000.0
4743,3.0,1.0,0.44,5,1040.0,355000.0
4744,3.0,4.0,5.3,5,3892.0,925000.0
4745,3.0,1.0,2.48,5,1508.0,375000.0
4746,4.0,5.0,19.0,5,5036.0,749900.0
4747,7.0,3.0,0.1,5,2800.0,419900.0
4748,2.0,1.0,0.2,5,768.0,165000.0
4749,3.0,1.0,0.23,5,1439.0,230000.0
4750,3.0,3.0,0.16,5,1632.0,440000.0
4751,4.0,1.0,0.1,5,1315.0,200000.0
4752,3.0,3.0,0.13,5,1668.0,424900.0
4753,3.0,3.0,5.4,5,2600.0,649000.0
4754,3.0,1.0,0.29,5,900.0,339900.0
4755,3.0,5.0,111.0,5,3611.0,1495000.0
4756,3.0,3.0,2.19,5,1912.0,549900.0
4757,4.0,2.0,0.46,5,2368.0,449900.0
4758,4.0,3.0,0.74,5,4672.0,777000.0
4759,3.0,2.0,2.0,5,1940.0,399000.0
4760,4.0,4.0,0.56,5,2906.0,445000.0
4761,2.0,2.0,0.11,5,1368.0,350000.0
4762,4.0,3.0,0.47,5,2378.0,615000.0
4763,2.0,2.0,0.31,5,2016.0,647000.0
