,bed,bath,acre_lot,state,house_size,price
2559,4.0,2.0,1.39,2,1482.0,300000.0
2560,4.0,2.0,0.38,2,1940.0,309900.0
2561,3.0,3.0,0.62,2,1461.0,310000.0
2562,3.0,1.0,0.62,2,1040.0,250000.0
2563,3.0,1.0,0.29,2,1056.0,239900.0
2564,3.0,3.0,0.35,2,1620.0,329999.0
2565,3.0,3.0,2.17,2,2457.0,625000.0
2566,4.0,2.0,0.75,2,1768.0,309900.0
2567,3.0,1.0,0.32,2,1576.0,225000.0
2568,3.0,2.0,0.29,2,1587.0,274900.0
2569,3.0,2.0,0.12,2,1504.0,224900.0
2570,3.0,2.0,0.12,2,1479.0,290000.0
2571,4.0,3.0,0.4,2,2292.0,379900.0
2572,3.0,2.0,0.29,2,1008.0,290000.0
2573,3.0,1.0,0.28,2,968.0,260000.0
2574,3.0,1.0,0.35,2,996.0,269900.0
2575,6.0,2.0,0.24,2,2296.0,195000.0
2576,3.0,2.0,0.14,2,1456.0,295000.0
2577,3.0,3.0,1.0,2,2010.0,495000.0
2578,5.0,4.0,3.4,2,3927.0,1350000.0
2579,4.0,3.0,1.14,2,2203.0,375000.0
2580,4.0,3.0,0.24,2,2204.0,171000.0
2581,4.0,3.0,4.52,2,3589.0,979900.0
2582,3.0,1.0,0.48,2,1296.0,239900.0
2583,3.0,2.0,0.22,2,1428.0,249900.0
2584,3.0,1.0,0.37,2,960.0,199900.0
2585,3.0,2.0,0.41,2,1200.0,324900.0
2586,3.0,2.0,0.56,2,1480.0,339999.0
2587,5.0,3.0,0.35,2,2064.0,349900.0
2588,3.0,1.0,0.29,2,1008.0,200000.0
2589,9.0,3.0,0.2,2,2928.0,279500.0
2590,3.0,2.0,0.36,2,1064.0,229900.0
2591,4.0,2.0,0.26,2,2320.0,209900.0
2592,4.0,2.0,0.92,2,1982.0,350000.0
2593,3.0,1.0,0.4,2,1084.0,219999.0
2594,3.0,3.0,0.5,2,1904.0,319900.0
2595,4.0,2.0,0.25,2,1464.0,260000.0
2596,3.0,3.0,0.48,2,1708.0,335000.0
2597,3.0,1.0,0.43,2,1055.0,219000.0
2598,4.0,1.0,0.29,2,1512.0,280000.0
2599,3.0,2.0,0.3,2,1278.0,259900.0
2600,3.0,2.0,27.0,2,1248.0,1700000.0
2601,6.0,2.0,0.12,2,2478.0,165000.0
2602,3.0,2.0,0.35,2,1864.0,359800.0
2603,3.0,3.0,0.64,2,1481.0,345000.0
2604,3.0,2.0,0.17,2,1665.0,249900.0
2605,10.0,4.0,1.09,2,4816.0,440000.0
2606,4.0,4.0,2.94,2,3138.0,625000.0
2607,3.0,1.0,0.25,2,988.0,179950.0
2608,4.0,2.0,0.3,2,1819.0,284900.0
2609,3.0,2.0,0.46,2,1469.0,329000.0
2610,3.0,2.0,0.12,2,1056.0,209000.0
2611,3.0,2.0,2.66,2,1896.0,229900.0
2612,3.0,3.0,1.03,2,1310.0,375000.0
2613,3.0,1.0,0.29,2,1180.0,270000.0
2614,4.0,2.0,0.59,2,2091.0,399700.0
2615,3.0,2.0,0.46,2,1236.0,289900.0
2616,4.0,3.0,0.79,2,2491.0,519900.0
2617,4.0,2.0,0.69,2,1974.0,375000.0
2618,3.0,2.0,0.63,2,1308.0,269900.0
2619,4.0,2.0,0.42,2,1666.0,269900.0
2620,4.0,4.0,1.38,2,4089.0,827000.0
2621,2.0,2.0,0.28,2,947.0,247900.0
2622,3.0,1.0,0.34,2,1008.0,225000.0
2623,4.0,3.0,1.38,2,2532.0,589900.0
2624,5.0,2.0,0.17,2,1980.0,289000.0
2625,3.0,2.0,0.33,2,1098.0,179900.0
2626,3.0,2.0,0.76,2,1680.0,299900.0
2627,3.0,1.0,0.22,2,1063.0,204900.0
2628,5.0,2.0,0.64,2,1894.0,445000.0
2629,5.0,3.0,0.29,2,2873.0,259900.0
2630,4.0,1.0,0.11,2,1260.0,199900.0
2631,4.0,2.0,0.48,2,960.0,269900.0
2632,3.0,1.0,0.29,2,1008.0,239900.0
2633,3.0,3.0,1.35,2,3340.0,459900.0
2634,3.0,1.0,0.25,2,1101.0,210000.0
2635,3.0,2.0,0.73,2,972.0,224000.0
2636,3.0,2.0,0.18,2,1170.0,229900.0
2637,4.0,4.0,0.72,2,2736.0,629900.0
2638,3.0,2.0,2.85,2,2184.0,559000.0
2639,3.0,1.0,0.62,2,1008.0,239900.0
2640,3.0,1.0,0.34,2,1252.0,234900.0
2641,3.0,2.0,0.3,2,1168.0,234900.0
2642,3.0,3.0,0.39,2,1234.0,339900.0
2643,2.0,1.0,0.26,2,1078.0,249900.0
2644,5.0,2.0,0.06,2,1824.0,229900.0
2645,5.0,3.0,0.5,2,4110.0,194000.0
2646,3.0,1.0,0.57,2,961.0,99900.0
2647,2.0,1.0,0.85,2,1380.0,195000.0
2648,5.0,2.0,0.23,2,1918.0,275000.0
2649,4.0,4.0,2.0,2,2532.0,499000.0
2650,3.0,2.0,0.28,2,1176.0,239900.0
2651,4.0,2.0,0.37,2,1825.0,99900.0
2652,6.0,2.0,0.14,2,2676.0,166259.0
2653,2.0,2.0,0.29,2,1056.0,199900.0
2654,4.0,3.0,0.3,2,1804.0,299000.0
2655,4.0,2.0,0.22,2,1536.0,245000.0
2656,4.0,2.0,0.31,2,1584.0,199900.0
2657,3.0,1.0,0.16,2,1008.0,125000.0
2658,3.0,2.0,1.03,2,1414.0,279900.0
2659,3.0,2.0,0.28,2,1696.0,269900.0
2660,3.0,3.0,1.07,2,1630.0,419900.0
2661,4.0,2.0,0.19,2,1982.0,269900.0
2662,3.0,2.0,0.3,2,1632.0,369000.0
2663,2.0,1.0,0.16,2,1350.0,219900.0
2664,3.0,3.0,2.17,2,2457.0,625000.0
2665,3.0,3.0,39.29,2,3170.0,1200000.0
2666,5.0,4.0,0.73,2,2132.0,359999.0
2667,4.0,3.0,1.86,2,2810.0,575000.0
2668,3.0,3.0,1.0,2,2232.0,489900.0
2669,3.0,2.0,0.34,2,1292.0,181900.0
2670,4.0,2.0,2.0,2,2093.0,199000.0
2671,2.0,1.0,0.11,2,963.0,89000.0
2672,3.0,2.0,0.71,2,1880.0,439900.0
2673,3.0,2.0,4.1,2,1306.0,250000.0
2674,6.0,2.0,0.32,2,2600.0,199900.0
2675,3.0,2.0,0.8,2,1195.0,255000.0
2676,8.0,4.0,4.2,2,3230.0,149900.0
2677,4.0,1.0,6.7,2,2116.0,229900.0
2678,4.0,1.0,0.23,2,1040.0,169900.0
2679,3.0,2.0,4.5,2,1345.0,265000.0
2680,4.0,3.0,0.16,2,2055.0,229000.0
2681,2.0,2.0,0.14,2,1343.0,179900.0
2682,4.0,2.0,0.48,2,2500.0,219900.0
2683,6.0,3.0,0.28,2,2624.0,249900.0
2684,5.0,2.0,0.31,2,1659.0,250000.0
2685,5.0,4.0,0.29,2,3112.0,244900.0
2686,2.0,1.0,0.34,2,1071.0,50000.0
2687,9.0,8.0,1.33,2,5904.0,649900.0
2688,4.0,1.0,0.28,2,1152.0,165000.0
2689,4.0,2.0,0.48,2,1267.0,199900.0
2690,6.0,2.0,1.26,2,1808.0,325000.0
2691,7.0,2.0,1.01,2,3327.0,249900.0
2692,4.0,3.0,0.34,2,1968.0,179900.0
2693,5.0,5.0,0.26,2,6890.0,275000.0
2694,3.0,2.0,5.49,2,1288.0,164900.0
2695,3.0,2.0,0.97,2,1550.0,129900.0
2696,3.0,2.0,0.71,2,1476.0,209900.0
2697,2.0,1.0,0.36,2,1352.0,140000.0
2698,4.0,3.0,0.95,2,3142.0,599900.0
2699,4.0,2.0,0.94,2,1629.0,220000.0
2700,3.0,1.0,0.47,2,1040.0,195000.0
2701,4.0,2.0,3.03,2,1902.0,495000.0
2702,4.0,2.0,0.32,2,1735.0,221000.0
2703,3.0,3.0,0.48,2,2289.0,459900.0
2704,4.0,4.0,1.64,2,5073.0,849999.0
2705,4.0,3.0,1.4,2,2529.0,270000.0
2706,4.0,2.0,0.79,2,1075.0,214999.0
2707,3.0,2.0,0.17,2,2028.0,185000.0
2708,2.0,1.0,0.9,2,736.0,159900.0
2709,4.0,4.0,0.92,2,2929.0,375000.0
2710,4.0,3.0,1.28,2,2147.0,390000.0
2711,5.0,3.0,0.12,2,3117.0,270000.0
2712,3.0,1.0,0.18,2,1214.0,186829.0
2713,3.0,2.0,0.25,2,2235.0,215000.0
2714,5.0,2.0,0.63,2,1666.0,259900.0
2715,3.0,1.0,0.25,2,1672.0,184900.0
2716,5.0,5.0,3.2,2,4907.0,799900.0
2717,4.0,3.0,0.47,2,2600.0,449900.0
2718,5.0,3.0,0.3,2,1772.0,294900.0
2719,2.0,2.0,0.1,2,1306.0,389900.0
2720,4.0,4.0,1.56,2,3275.0,699900.0
2721,5.0,4.0,1.77,2,2926.0,946000.0
2722,4.0,1.0,0.28,2,1152.0,165000.0
2723,4.0,1.0,1.1,2,1344.0,239900.0
2724,3.0,3.0,3.96,2,2118.0,520000.0
2725,2.0,1.0,0.91,2,1133.0,250000.0
2726,4.0,2.0,0.31,2,1576.0,193500.0
2727,5.0,2.0,0.43,2,2242.0,249900.0
2728,4.0,3.0,2.26,2,3063.0,675000.0
2729,4.0,3.0,0.26,2,2187.0,299900.0
2730,5.0,5.0,0.7,2,4494.0,699900.0
2731,6.0,2.0,0.4,2,2863.0,230000.0
2732,3.0,2.0,0.16,2,998.0,199900.0
2733,4.0,4.0,0.15,2,2170.0,349900.0
2734,4.0,2.0,0.23,2,2432.0,299000.0
2735,5.0,4.0,0.66,2,3634.0,550000.0
2736,4.0,3.0,1.84,2,2560.0,587000.0
2737,4.0,1.0,0.15,2,1080.0,109900.0
2738,6.0,2.0,2.5,2,3661.0,399000.0
2739,3.0,2.0,0.49,2,1374.0,173000.0
2740,5.0,2.0,0.26,2,1294.0,140000.0
2741,4.0,1.0,0.21,2,1116.0,195000.0
2742,4.0,8.0,11.81,2,10768.0,2850000.0
2743,6.0,3.0,16.77,2,2610.0,660000.0
2744,2.0,1.0,0.15,2,744.0,149900.0
2745,3.0,1.0,8.1,2,868.0,295000.0
2746,4.0,2.0,3.0,2,3284.0,324900.0
2747,2.0,4.0,0.59,2,3284.0,489900.0
2748,3.0,2.0,0.17,2,1775.0,194900.0
2749,4.0,3.0,1.46,2,2080.0,265000.0
2750,4.0,2.0,0.69,2,2476.0,260000.0
2751,4.0,4.0,0.6,2,3040.0,499000.0
2752,3.0,2.0,0.56,2,1566.0,259900.0
2753,3.0,2.0,0.86,2,1040.0,239900.0
2754,4.0,3.0,0.95,2,2208.0,419000.0
2755,3.0,2.0,0.51,2,1380.0,249500.0
2756,5.0,3.0,0.1,2,1874.0,270000.0
2757,3.0,2.0,0.45,2,1056.0,259900.0
2758,3.0,2.0,2.0,2,1326.0,269900.0
2759,4.0,2.0,0.12,2,2338.0,269900.0
2760,3.0,2.0,0.69,2,954.0,275000.0
2761,2.0,1.0,43.54,2,768.0,549900.0
2762,6.0,4.0,0.19,2,1664.0,174900.0
2763,3.0,1.0,0.06,2,1209.0,189900.0
2764,2.0,1.0,0.51,2,661.0,170000.0
2765,2.0,1.0,1.02,2,1212.0,189900.0
2766,3.0,2.0,0.7,2,1248.0,249900.0
2767,3.0,2.0,0.28,2,1232.0,219900.0
2768,3.0,5.0,5.92,2,3834.0,549900.0
2769,4.0,3.0,1.09,2,2713.0,424900.0
2770,3.0,3.0,0.2,2,2525.0,469900.0
2771,3.0,2.0,0.36,2,1388.0,269900.0
2772,3.0,3.0,0.62,2,2132.0,464900.0
2773,3.0,3.0,0.52,2,2500.0,499900.0
2774,4.0,2.0,1.56,2,2347.0,439900.0
2775,4.0,5.0,16.06,2,2076.0,899000.0
2776,5.0,3.0,1.29,2,3480.0,569000.0
2777,3.0,2.0,0.46,2,1196.0,294900.0
2778,4.0,3.0,1.34,2,2850.0,629900.0
2779,3.0,3.0,1.02,2,2358.0,625000.0
2780,3.0,3.0,0.77,2,2250.0,349900.0
2781,6.0,3.0,0.2,2,2274.0,139900.0
2782,3.0,3.0,0.76,2,2142.0,499900.0
2783,3.0,2.0,1.35,2,1992.0,349900.0
2784,4.0,2.0,0.17,2,1655.0,199900.0
2785,3.0,3.0,1.03,2,1315.0,289900.0
2786,2.0,1.0,0.3,2,1186.0,189900.0
2787,4.0,2.0,0.38,2,1940.0,309900.0
2788,3.0,2.0,0.34,2,1881.0,229000.0
2789,3.0,2.0,0.27,2,1824.0,249900.0
2790,4.0,3.0,0.9,2,2758.0,424900.0
2791,2.0,3.0,7.44,2,1346.0,424000.0
2792,3.0,3.0,1.04,2,1816.0,364900.0
2793,3.0,3.0,3.6,2,1536.0,299900.0
2794,2.0,2.0,0.55,2,1200.0,254900.0
2795,7.0,6.0,5.51,2,5060.0,669000.0
2796,4.0,2.0,0.69,2,1470.0,279900.0
2797,3.0,3.0,0.62,2,1461.0,310000.0
2798,3.0,2.0,0.52,2,1248.0,349900.0
2799,3.0,1.0,0.29,2,1056.0,239900.0
2800,6.0,2.0,0.27,2,2784.0,250000.0
2801,3.0,3.0,0.35,2,1620.0,329999.0
2802,3.0,2.0,1.21,2,1949.0,199900.0
2803,1.0,4.0,1.0,2,2820.0,425000.0
2804,4.0,3.0,0.26,2,2461.0,319900.0
2805,3.0,2.0,0.46,2,1496.0,310000.0
2806,2.0,3.0,0.58,2,1902.0,280000.0
2807,3.0,2.0,0.2,2,1376.0,225000.0
2808,1.0,1.0,0.13,2,828.0,179900.0
2809,3.0,3.0,0.6,2,2132.0,499900.0
2810,3.0,2.0,0.26,2,1236.0,214900.0
2811,4.0,2.0,0.25,2,1456.0,269900.0
2812,3.0,1.0,0.56,2,952.0,199900.0
2813,4.0,3.0,2.38,2,1689.0,399000.0
2814,3.0,2.0,0.63,2,1166.0,249525.0
2815,7.0,3.0,0.12,2,2444.0,224900.0
2816,3.0,2.0,0.19,2,1416.0,269900.0
2817,3.0,2.0,0.7,2,1668.0,349900.0
2818,2.0,1.0,0.14,2,1030.0,209900.0
2819,3.0,2.0,0.96,2,1850.0,551300.0
2820,3.0,2.0,0.69,2,1290.0,299900.0
2821,3.0,2.0,1.5,2,1252.0,269900.0
2822,5.0,3.0,1.26,2,2500.0,514900.0
2823,5.0,7.0,0.92,2,5566.0,995000.0
2824,5.0,4.0,0.69,2,3050.0,650000.0
2825,6.0,2.0,0.23,2,1700.0,279900.0
2826,3.0,3.0,1.0,2,2010.0,495000.0
2827,3.0,2.0,0.69,2,1210.0,224900.0
2828,2.0,2.0,1.01,2,1016.0,244000.0
2829,3.0,2.0,5.19,2,2248.0,295000.0
2830,3.0,3.0,1.0,2,1862.0,359900.0
2831,2.0,3.0,0.64,2,2040.0,279900.0
2832,3.0,2.0,1.1,2,1384.0,309900.0
2833,4.0,2.0,0.44,2,2272.0,329900.0
2834,4.0,3.0,2.38,2,2269.0,469900.0
2835,3.0,1.0,0.32,2,1576.0,225000.0
2836,3.0,3.0,0.65,2,1840.0,389900.0
2837,3.0,2.0,0.46,2,2118.0,349900.0
2838,3.0,3.0,1.0,2,2012.0,549999.0
2839,4.0,2.0,0.75,2,1768.0,309900.0
2840,4.0,4.0,0.88,2,2906.0,565000.0
2841,5.0,5.0,0.93,2,3878.0,900000.0
2842,9.0,5.0,2.68,2,5496.0,749900.0
2843,4.0,2.0,0.91,2,2470.0,450000.0
2844,3.0,2.0,0.41,2,2028.0,369900.0
2845,4.0,3.0,0.39,2,1900.0,390000.0
2846,4.0,2.0,0.28,2,1754.0,265000.0
2847,3.0,1.0,0.28,2,968.0,260000.0
2848,5.0,5.0,0.35,2,2295.0,295000.0
2849,6.0,2.0,0.24,2,2296.0,195000.0
2850,6.0,4.0,0.16,2,2052.0,282900.0
2851,3.0,3.0,0.99,2,2400.0,532000.0
2852,3.0,2.0,0.4,2,1251.0,269000.0
2853,4.0,2.0,1.43,2,1758.0,349900.0
2854,3.0,2.0,0.48,2,1248.0,184900.0
2855,3.0,3.0,0.79,2,1885.0,369900.0
2856,3.0,3.0,0.69,2,1730.0,229900.0
2857,6.0,2.0,0.2,2,2127.0,229900.0
2858,3.0,2.0,1.08,2,1188.0,229900.0
2859,3.0,2.0,0.12,2,1504.0,224900.0
2860,3.0,1.0,0.34,2,1104.0,199999.0
2861,5.0,5.0,0.4,2,2996.0,399900.0
2862,3.0,1.0,0.27,2,1152.0,197000.0
2863,4.0,3.0,0.38,2,2338.0,386900.0
2864,3.0,3.0,1.02,2,1201.0,349000.0
2865,3.0,1.0,1.0,2,1008.0,229900.0
2866,3.0,2.0,0.29,2,1587.0,274900.0
2867,3.0,2.0,0.63,2,2189.0,299900.0
2868,2.0,1.0,0.99,2,1163.0,210000.0
2869,3.0,3.0,1.94,2,2010.0,489900.0
2870,4.0,4.0,0.37,2,2365.0,295000.0
2871,3.0,3.0,7.72,2,2080.0,489900.0
2872,3.0,2.0,0.29,2,1008.0,290000.0
2873,4.0,4.0,1.0,2,2501.0,575000.0
2874,3.0,2.0,0.45,2,1416.0,299900.0
2875,4.0,4.0,2.24,2,3495.0,689900.0
2876,8.0,4.0,0.24,2,2926.0,389900.0
2877,6.0,3.0,0.38,2,3528.0,319900.0
2878,6.0,4.0,0.17,2,2190.0,309000.0
2879,4.0,3.0,1.35,2,2910.0,592500.0
2880,3.0,2.0,0.14,2,1456.0,295000.0
2881,5.0,3.0,0.2,2,1405.0,189900.0
2882,4.0,3.0,0.24,2,2204.0,171000.0
2883,4.0,3.0,1.03,2,2424.0,449900.0
2884,3.0,2.0,1.48,2,2125.0,274900.0
2885,4.0,3.0,1.63,2,2415.0,439000.0
2886,4.0,3.0,1.88,2,2563.0,475000.0
2887,3.0,1.0,0.69,2,1008.0,209900.0
2888,3.0,2.0,2.06,2,1738.0,325000.0
2889,6.0,7.0,10.0,2,6408.0,865000.0
2890,4.0,4.0,3.0,2,3715.0,479900.0
2891,3.0,2.0,0.3,2,1284.0,265000.0
2892,5.0,3.0,1.1,2,4081.0,489900.0
2893,3.0,3.0,0.17,2,1968.0,249900.0
2894,6.0,2.0,0.15,2,3201.0,249900.0
2895,3.0,3.0,0.69,2,2022.0,319900.0
2896,2.0,1.0,0.26,2,1108.0,199900.0
2897,3.0,1.0,0.57,2,1473.0,269900.0
2898,4.0,3.0,0.4,2,2292.0,379900.0
2899,3.0,2.0,0.12,2,1479.0,290000.0
2900,3.0,1.0,0.37,2,960.0,199900.0
2901,3.0,2.0,0.14,2,1248.0,240000.0
2902,3.0,2.0,0.22,2,1428.0,249900.0
2903,3.0,1.0,0.26,2,1336.0,249000.0
2904,2.0,1.0,0.24,2,800.0,214900.0
2905,3.0,2.0,0.56,2,1480.0,339999.0
2906,3.0,1.0,0.26,2,1434.0,149900.0
2907,5.0,3.0,0.7,2,1688.0,198000.0
2908,4.0,5.0,1.25,2,3725.0,689900.0
2909,3.0,3.0,2.26,2,2284.0,569900.0
2910,4.0,3.0,1.42,2,2400.0,399000.0
2911,3.0,3.0,4.8,2,1378.0,309900.0
2912,4.0,2.0,0.79,2,2666.0,279900.0
2913,3.0,1.0,1.3,2,1080.0,279900.0
2914,3.0,2.0,0.26,2,1211.0,204900.0
2915,4.0,4.0,1.05,2,3393.0,599900.0
2916,3.0,3.0,0.51,2,2152.0,389900.0
2917,6.0,3.0,0.3,2,2128.0,249900.0
2918,3.0,3.0,0.48,2,2260.0,485000.0
2919,5.0,8.0,1.93,2,5353.0,925000.0
2920,3.0,2.0,0.93,2,1028.0,259900.0
2921,5.0,2.0,0.83,2,2243.0,269900.0
2922,3.0,2.0,0.19,2,1197.0,229900.0
2923,4.0,6.0,4.3,2,4042.0,1500000.0
2924,4.0,3.0,1.72,2,2313.0,519900.0
2925,3.0,2.0,0.36,2,1064.0,229900.0
2926,4.0,3.0,1.42,2,2518.0,549900.0
2927,2.0,2.0,3.0,2,1248.0,136000.0
2928,3.0,2.0,0.5,2,1536.0,149900.0
2929,4.0,3.0,3.09,2,2684.0,459900.0
2930,5.0,3.0,0.51,2,1568.0,234500.0
2931,3.0,2.0,1.28,2,1882.0,314999.0
2932,3.0,3.0,6.4,2,2170.0,369900.0
2933,4.0,2.0,0.48,2,1042.0,165000.0
2934,2.0,1.0,0.34,2,1056.0,199900.0
2935,3.0,3.0,1.08,2,3277.0,529900.0
2936,3.0,2.0,3.5,2,1008.0,299900.0
2937,3.0,2.0,0.73,2,1436.0,285000.0
2938,6.0,3.0,0.47,2,2588.0,259900.0
2939,3.0,3.0,0.92,2,2215.0,385000.0
2940,3.0,3.0,0.96,2,1540.0,299900.0
2941,3.0,3.0,1.17,2,2400.0,379900.0
2942,3.0,1.0,0.46,2,1092.0,220000.0
2943,4.0,3.0,1.4,2,1656.0,319900.0
2944,3.0,1.0,0.22,2,1336.0,215000.0
2945,3.0,3.0,0.21,2,1572.0,300000.0
2946,3.0,2.0,0.1,2,1256.0,224900.0
2947,5.0,4.0,0.89,2,2521.0,469900.0
2948,3.0,1.0,0.48,2,1296.0,239900.0
2949,3.0,1.0,0.34,2,992.0,244900.0
2950,3.0,2.0,0.41,2,1200.0,324900.0
2951,3.0,1.0,0.29,2,1008.0,200000.0
2952,5.0,3.0,0.35,2,2064.0,349900.0
2953,4.0,2.0,0.17,2,1584.0,250000.0
2954,9.0,3.0,0.2,2,2928.0,279500.0
2955,2.0,1.0,0.11,2,667.0,179500.0
2956,6.0,4.0,0.17,2,2680.0,214900.0
2957,4.0,3.0,0.69,2,2217.0,354900.0
2958,4.0,1.0,0.16,2,1153.0,134900.0
2959,4.0,2.0,0.22,2,1845.0,199900.0
2960,3.0,2.0,0.1,2,1178.0,199900.0
2961,3.0,3.0,0.5,2,1904.0,319900.0
2962,3.0,2.0,1.04,2,1360.0,295000.0
2963,4.0,5.0,1.4,2,2808.0,549900.0
2964,3.0,3.0,0.36,2,1344.0,299900.0
2965,5.0,5.0,1.37,2,3000.0,569000.0
2966,3.0,2.0,0.31,2,1068.0,209900.0
2967,3.0,3.0,0.59,2,1376.0,324900.0
2968,4.0,3.0,0.73,2,2649.0,624900.0
2969,4.0,1.0,0.29,2,1512.0,280000.0
2970,3.0,1.0,0.43,2,1055.0,219000.0
2971,5.0,4.0,2.0,2,3336.0,439900.0
2972,5.0,2.0,0.25,2,2190.0,279900.0
2973,6.0,4.0,1.45,2,2432.0,329900.0
2974,3.0,2.0,27.0,2,1248.0,1700000.0
2975,4.0,2.0,0.19,2,1080.0,115000.0
2976,5.0,3.0,0.12,2,1834.0,239900.0
2977,3.0,3.0,1.92,2,2358.0,424900.0
2978,2.0,1.0,2.48,2,1338.0,289900.0
2979,4.0,2.0,0.41,2,1238.0,264900.0
2980,6.0,2.0,0.12,2,2478.0,165000.0
2981,3.0,2.0,1.06,2,1778.0,330000.0
2982,3.0,2.0,0.52,2,1416.0,264900.0
2983,3.0,2.0,0.84,2,1330.0,275000.0
2984,3.0,1.0,0.18,2,910.0,165000.0
2985,5.0,5.0,0.9,2,3776.0,520000.0
2986,3.0,3.0,0.42,2,1370.0,294900.0
2987,4.0,2.0,2.02,4,1512.0,350000.0
2988,3.0,3.0,0.21,4,3419.0,399000.0
2989,4.0,2.0,0.09,4,3154.0,329000.0
2990,3.0,3.0,0.53,4,1642.0,399000.0
2991,4.0,2.0,0.25,4,1460.0,399000.0
2992,6.0,5.0,0.12,4,3700.0,450000.0
2993,3.0,2.0,0.21,4,1949.0,299900.0
2994,5.0,4.0,0.12,4,2595.0,215000.0
2995,3.0,1.0,0.1,4,1012.0,155000.0
2996,3.0,2.0,0.11,4,1320.0,219900.0
2997,4.0,1.0,2.02,4,1368.0,339000.0
2998,3.0,1.0,0.59,4,1584.0,265000.0
2999,3.0,2.0,4.02,4,1824.0,349000.0
3000,4.0,2.0,0.26,4,1782.0,289900.0
3001,3.0,2.0,0.15,4,2028.0,239900.0
3002,10.0,4.0,0.3,4,6414.0,445000.0
3003,3.0,2.0,8.5,4,3109.0,1200000.0
3004,14.0,4.0,0.12,4,5104.0,450000.0
3005,1.0,1.0,0.39,4,6880.0,299900.0
3006,8.0,4.0,0.24,4,5282.0,450000.0
3007,6.0,3.0,0.13,4,4536.0,399000.0
3008,8.0,4.0,0.17,4,4955.0,465000.0
3009,8.0,4.0,0.17,4,5262.0,460000.0
3010,6.0,3.0,0.08,4,3852.0,359000.0
3011,8.0,3.0,0.25,4,3681.0,369900.0
3012,2.0,2.0,0.24,4,1216.0,279900.0
3013,12.0,4.0,0.12,4,6307.0,399900.0
3014,2.0,2.0,0.24,4,1216.0,279900.0
3015,3.0,1.0,2.06,4,1488.0,289000.0
3016,2.0,1.0,0.11,4,1120.0,225000.0
3017,3.0,2.0,0.46,4,1260.0,199900.0
3018,3.0,3.0,0.28,4,1656.0,295900.0
3019,4.0,3.0,0.6,4,3758.0,409000.0
3020,4.0,4.0,0.14,4,4464.0,610000.0
3021,5.0,3.0,0.59,4,3659.0,524900.0
3022,3.0,1.0,0.27,4,1006.0,280000.0
3023,3.0,2.0,17.38,4,1872.0,375000.0
3024,4.0,5.0,0.18,4,3974.0,449900.0
3025,5.0,3.0,0.33,4,2344.0,339900.0
3026,3.0,1.0,0.18,4,1176.0,319900.0
3027,4.0,2.0,0.1,4,1551.0,348888.0
3028,6.0,2.0,0.14,4,3126.0,349000.0
3029,6.0,4.0,0.11,4,4314.0,499900.0
3030,5.0,3.0,1.63,4,3676.0,720000.0
3031,4.0,2.0,0.11,4,2876.0,399000.0
3032,8.0,3.0,0.48,4,4479.0,599900.0
3033,3.0,3.0,0.16,4,1580.0,389900.0
3034,7.0,3.0,0.18,4,4288.0,399999.0
3035,3.0,3.0,0.19,4,1275.0,419000.0
3036,6.0,4.0,0.16,4,6960.0,398000.0
3037,2.0,2.0,0.23,4,3990.0,239900.0
3038,5.0,3.0,2.1,4,3239.0,599000.0
3039,3.0,2.0,38.0,4,1546.0,499000.0
3040,4.0,2.0,0.23,4,3029.0,339900.0
3041,2.0,2.0,0.15,4,2682.0,279000.0
3042,7.0,3.0,0.15,4,5237.0,425000.0
3043,3.0,2.0,0.46,4,1632.0,420000.0
3044,5.0,3.0,0.26,4,1985.0,324900.0
3045,8.0,4.0,0.09,4,3888.0,425000.0
3046,2.0,1.0,0.36,4,1092.0,250000.0
3047,3.0,2.0,0.11,4,1425.0,269900.0
3048,3.0,2.0,0.22,4,912.0,339000.0
3049,4.0,2.0,0.24,4,1995.0,349900.0
3050,7.0,3.0,0.11,4,4141.0,425000.0
3051,3.0,1.0,0.11,4,924.0,239999.0
3052,4.0,4.0,0.08,4,3664.0,410000.0
3053,3.0,2.0,0.12,4,1560.0,299900.0
3054,6.0,3.0,0.11,4,4866.0,349900.0
3055,5.0,3.0,0.17,4,4158.0,325000.0
3056,9.0,3.0,0.37,4,6310.0,449999.0
3057,5.0,4.0,0.51,4,7306.0,549900.0
3058,6.0,3.0,0.24,4,5429.0,365000.0
3059,3.0,2.0,0.04,4,2795.0,270000.0
3060,10.0,2.0,0.12,4,2504.0,330000.0
3061,2.0,2.0,0.01,4,968.0,190000.0
3062,3.0,2.0,0.23,4,1752.0,399900.0
3063,3.0,2.0,0.18,4,2560.0,279900.0
3064,3.0,2.0,0.21,4,1870.0,329900.0
3065,5.0,2.0,0.54,4,2040.0,479900.0
3066,3.0,2.0,0.94,4,1428.0,475000.0
3067,4.0,2.0,0.7,4,2256.0,532900.0
3068,3.0,3.0,2.0,4,1500.0,449900.0
3069,3.0,2.0,0.11,4,1194.0,325000.0
3070,9.0,3.0,0.11,4,3503.0,299900.0
3071,3.0,4.0,1.89,4,6000.0,995000.0
3072,4.0,2.0,0.22,4,3121.0,299900.0
3073,3.0,3.0,1.16,4,1912.0,535000.0
3074,3.0,2.0,0.1,4,1047.0,269994.0
3075,4.0,2.0,0.09,4,2952.0,339900.0
3076,4.0,2.0,0.12,4,1394.0,325000.0
